,Structure,Fréquence
1486,NOM ADJ VER:ppre PRP:det NOM,10
1284,NOM PRP DET:ART NOM PRP,10
228,NOM PRP NOM KON PRP NOM ADJ,10
719,ADJ NOM NOM NAM,10
292,ADJ NOM PRP DET:ART NOM ADJ,10
3688,NOM PRO:PER VER:ppre PRP:det NAM,10
229,NOM KON NOM PRP NOM ADJ,10
2612,NOM NOM PRP:det ADJ NAM,10
659,NOM PUN NOM PRP NOM ADJ PUN,10
2168,NOM NAM PUN NAM NAM PUN,10
1155,NOM ADJ VER:pper PRP:det NAM,10
5214,NOM ABR ADJ PRP:det NOM NUM,10
5215,NOM ABR VER:pper PRP:det NOM NUM,10
801,NAM ADJ NOM NOM,10
1986,NOM NUM PRP:det NOM,10
1475,NOM ADJ NOM PRP NOM NAM,10
984,NAM VER:ppre DET:ART NOM,10
4499,NOM PRP:det NOM PRP NOM NUM PRP DET:ART NOM,10
3121,NOM PRP:det ADJ PRP NOM NUM,10
1335,NOM ADJ PRP NOM PRP NOM NUM,10
1635,ADJ PRP ADJ NOM,10
3059,NOM PRP:det NOM PRP DET:ART NOM ADJ PRP:det NOM PRP DET:ART NOM PRP:det NOM NAM,10
1805,NOM PRP DET:ART NOM ADJ PRP NOM NAM,10
3093,NOM PRP ADJ NOM NAM,10
139,NOM VER:ppre,10
3062,NOM PRP:det NOM PRP DET:ART NOM NOM PRP:det NOM PRP DET:ART NOM PRP:det NOM NAM,10
1269,NOM ADJ PRP:det NOM PRP:det NOM ADJ,10
1338,NOM VER:ppre DET:ART NOM PRP:det NOM,10
926,NOM PRP DET:ART NOM KON PRP DET:ART NOM,10
5417,ADJ NOM ADJ ADJ PRP:det NOM,10
5940,NOM ADJ VER:ppre PRP:det NOM PRP NOM NUM,10
1236,NOM PRP DET:ART NOM ADJ NAM,10
842,NAM NOM PRP NOM,9
849,NOM ADJ PRP NOM PRP DET:ART NOM ADJ,9
1628,NOM PRP DET:ART NAM NOM,9
232,NOM PRP PRO:PER,9
970,NOM VER:pper PRP DET:ART NOM NAM,9
2611,NOM ADJ PRP:det ADJ NAM,9
868,NAM PUN NUM PUN NAM,9
5194,NOM ADJ PRP:det NOM PRP NOM NAM,9
3037,NOM PRP NOM NOM NUM,9
2895,NOM PRP:det NOM ADJ PRP:det NAM,9
16,NOM PRP NOM ADJ PRP NOM PRP NOM,9
226,NOM PRP NOM PRP NOM KON PRP NOM PRP NOM,9
1836,NOM PRP ADJ NAM,9
1409,NOM PRP VER:pres,9
3185,NOM NUM VER:pper,9
5942,NOM ADJ ADJ PRP:det NOM PRP NOM NUM,9
5939,NOM ADJ VER:ppre PRP:det NOM NAM,9
5938,NOM ADJ VER:ppre NOM,9
1395,ADV PRP NOM,9
1869,NOM KON NOM PRP DET:ART NOM,9
1023,VER:pres ADJ PRP NOM,9
785,NOM ADJ PRP DET:ART ADJ NOM,9
1398,NOM PRP NOM PRP NOM PRP:det NOM,9
1863,NOM PRP DET:ART ADJ NOM ADJ,9
4008,NOM NOM ADJ PRP NOM NOM,9
5534,NOM PRP NOM KON PRP NOM PRP NOM NUM,9
4098,NOM PRP:det NOM NAM PRP DET:ART NOM PRP NAM,9
3100,NOM ADJ ADJ NAM ADJ,9
756,NAM NUM PUN VER:simp PUN,9
5941,NOM NOM VER:ppre NOM,9
5117,NAM NOM NOM PUN NOM NOM NUM,9
4885,NOM PRP NOM PRP DET:ART NOM PRP NOM PRP:det NOM,9
1403,VER:pper PRP:det NOM ADJ ADJ,9
5368,NOM NUM PRP:det NOM NOM NOM VER:subi,9
2021,NOM ADJ PRP NOM NOM NOM,9
581,NOM NOM ADJ PRP:det NOM NAM,9
3457,NOM NAM PRP:det NOM ADJ ADJ,9
385,NOM PRP NOM PRP DET:ART NOM PRP DET:ART NOM,9
1225,NAM PRP DET:ART NOM,9
1262,NAM PUN NAM NOM NAM PUN,9
1199,VER:pper PRP DET:ART ADJ NOM ADJ,9
4431,ADJ NOM PRP:det NOM NAM,9
2051,NOM NAM ADJ PRP NOM NUM,9
3795,NOM ADJ ADJ NOM PRP NOM,9
1215,NAM PUN NOM NOM PUN,9
334,NAM VER:simp VER:pper,9
3542,NOM NOM ADJ PRP:det NOM KON PRP DET:ART NOM,8
1237,NOM PUN NOM NAM PUN,8
1043,NOM NUM PRP NOM PRP:det NOM,8
4702,NAM NAM PUN NAM PUN,8
3983,NAM VER:pres NOM NUM,8
3171,NOM ADJ PRP:det NOM ADJ ADJ NOM,8
2684,NOM ADJ PRP NOM PRP:det NOM PRP NOM NUM,8
2121,NOM NAM PRP:det NOM ADJ NOM,8
2360,NOM ADJ PRP:det NOM PRP:det NAM,8
2212,NAM PUN NAM VER:pres PUN,8
434,NOM VER:pper PRP DET:ART ADJ,8
1447,NOM ADJ VER:pper PRP NOM ADJ,8
852,VER:infi PRP:det NOM,8
3858,NOM ADJ ADJ PRP ADJ NOM,8
726,NOM NUM PRP NOM PRP DET:ART NOM,8
4500,NOM ADJ PRP:det ADJ NAM PRP DET:ART NOM,8
2483,NOM ADJ PUN NUM PUN,8
5105,NOM PRP NOM PRP:det NAM ADJ ADJ,8
393,NOM PRP DET:ART NOM PRP:det ADJ,8
189,NOM VER:pres,8
5435,NAM NAM PUN NOM PRP NOM NUM,8
2282,NAM PUN NOM NAM ADJ PUN,8
2045,NOM NOM PRP ADJ NOM,8
2202,NOM NOM VER:simp,8
1025,NOM NUM PRP:det NOM NAM,8
1008,NOM PRP NOM NOM PRP NOM ADJ,8
2086,NOM ADJ PUN VER:simp PUN,8
4058,NOM NAM PRO:PER VER:ppre PRP DET:ART NOM NAM,8
1222,NOM VER:pper PRP:det NOM NUM,8
5468,NOM NAM PRP DET:ART NOM PRP,8
1273,NUM PUN NUM PUN NAM,8
6032,NOM NAM NOM NOM NAM,8
175,NOM PRP PRP NAM,8
636,NOM NOM PRP NOM PRP NOM VER:ppre DET:ART NOM NAM,8
913,NOM NOM NUM NOM,8
1613,NAM NOM VER:infi NOM,8
4443,NOM PRP NOM NAM PRP DET:ART NOM,8
462,NOM PRP:det NOM PRP NOM PRP DET:ART NOM ADJ,8
759,NOM VER:pper PRP:det NOM PRP:det NOM,8
722,NOM PRP NOM KON NOM ADJ,8
297,NOM ADJ ADV,8
530,NAM VER:ppre DET:ART NOM ADJ,8
2641,NOM PRP:det NAM ADJ,8
3732,NOM ADJ NAM PRP DET:ART NOM PRP NOM PRP:det NOM,8
71,NOM PRP:det NOM ADV ADJ,8
874,NOM VER:pper PRP NOM PRP NOM,8
383,NOM PRP NOM PRP:det NAM ADJ,8
952,VER:pres ADJ NOM,8
2577,NOM PRP NOM NUM PRP:det NOM,8
3236,NOM NAM PRP DET:ART NOM PRP NAM,8
1309,NAM PUN NUM PUN NOM,8
3632,NOM PRP DET:ART NOM ABR,8
2509,NOM PRP NOM ADJ PUN NOM PUN,8
245,ADJ NOM PRP:det NOM PRP:det NOM,8
69,NOM PRP:det NOM KON NOM,8
2547,NOM PUN NAM NAM NAM PUN,8
5568,NOM PRP DET:ART NOM PRP PRP:det NOM PRP NOM NOM PRP NOM NOM,8
5469,NOM NAM PRP DET:ART NOM ADJ PRP DET:ART NAM,8
1306,NAM VER:pres ADJ,8
2251,NOM ADJ PRP ADJ NOM ADJ,8
5753,NAM NAM PRP:det NOM PRP:det NOM NOM,8
5569,NOM PRP DET:ART NOM PRP PRP:det NOM PRP NOM NOM PRP:det NOM NAM,8
5216,NOM NAM NOM ABR,8
1794,NOM PRP NOM PRP NOM PRP NOM PRP NOM,8
1572,NAM NOM NOM NOM,8
3056,NOM PRP:det NOM PRP:det NOM ADJ PRP:det NOM NAM,8
1178,NOM ADV,8
3952,NOM NAM VER:simp,8
3286,NOM ADJ PRP:det NOM NOM ADJ,8
3747,NOM VER:pper PRP:det NOM PRP NAM,8
3437,NOM ADJ PRP NOM NUM KON ADJ,8
5798,NOM PRP:det NOM PRP DET:ART NOM PRP NOM NAM,8
5570,NOM PRP DET:ART NOM PRP PRP:det ADJ NOM PRP:det NOM NAM,8
5170,NOM PRP NOM NOM PRP NOM NOM,8
1682,ADJ PRP NOM PRP DET:ART NOM,8
3230,NOM VER:simp ADJ,8
803,NOM ADJ PRP NOM PRP NAM,7
1626,NOM ADJ PRP DET:ART NOM NAM PRP:det NOM,7
1746,NOM VER:ppre DET:ART NOM PRP DET:ART NOM,7
2441,NOM VER:impf,7
2981,NOM PRP NOM PRP:det NOM PRP DET:ART NOM,7
2757,NAM NOM PRP,7
2977,NOM NOM PRP:det NOM PRP DET:ART NOM ADJ,7
1738,NAM PUN NOM PRP NOM PRP NOM PUN,7
2241,NOM NOM PRP NOM PRP NOM,7
1627,NOM PRP DET:ART NOM NAM PRP:det NOM,7
890,NOM PRP:det NOM NAM PRP NOM NAM,7
1764,NAM PUN NAM NAM NOM NUM PUN,7
134,ADJ PRP NOM PRP:det NOM,7
5361,NOM NOM NOM ADJ PRP NOM NOM,7
831,NOM NAM NOM ADJ,7
1668,NOM NAM NOM NOM,7
2228,NOM PRP VER:infi DET:ART NOM,7
1827,NOM PRO:PER,7
1468,NOM PRP:det NOM PRP:det NOM PRP:det NOM,7
840,NOM NUM ADJ,7
4124,NOM VER:pper PRP:det NOM PRP:det NOM PRP ADJ NOM,7
4886,NOM PRO:PER VER:ppre PRP DET:ART NOM PRP NOM PRP:det NOM,7
1242,ABR PUN NUM,7
1686,ADV VER:pper,7
1344,NOM PRP DET:ART NAM NAM,7
1651,NOM ADJ VER:pper PRP DET:ART NOM PRP:det NOM ADJ,7
2414,NAM PUN NOM PRP NOM NUM PUN,7
2417,NOM PRP DET:ART NUM NOM ADJ,7
878,NOM VER:ppre DET:ART NOM PRP NOM,7
403,NOM PRP NOM PRP:det NOM PRP:det NOM ADJ,7
5063,NOM ADJ PRP:det NOM PRP DET:ART NOM NUM,7
5065,NOM VER:pper PRP:det NOM PRP DET:ART NAM,7
5076,NOM NOM PRP:det NOM PRP DET:ART NAM,7
4052,NAM PUN NAM NAM NAM NUM PUN,7
3353,ABR ABR,7
1401,NOM PRP NAM VER:simp,7
559,NOM ADJ PRP DET:ART NOM ADJ PRP NAM,7
2510,NOM ADJ PRP:det NOM ADJ ADJ PRP:det NOM,7
1045,NOM PRP NAM PRP NOM ADJ,7
2520,NAM PUN NAM NOM NUM PUN,7
5212,NOM NUM NOM ABR,7
1918,NOM PRP NOM PRP NOM ADV ADJ,7
1558,NOM ADJ ADJ ADJ PRP NOM NUM,7
1144,NOM PRP NOM NOM PRP:det NOM ADJ,7
3255,NOM PRP NOM VER:ppre ADJ,7
2170,NOM ADJ VER:ppre PRP DET:ART NOM,7
1358,NOM PRP:det NOM PUN ADJ PUN,7
2557,ADJ PUN ADJ PUN,7
1190,NOM PUN ADJ,7
4548,ABR VER:pper PRP:det ADJ NAM,7
286,NOM PRP NOM PRP NUM NOM,7
1582,VER:pper PRP NAM,7
704,NOM ADJ PRP ADJ NAM,7
732,ADJ NOM PRP:det NOM PRP NOM ADJ,7
1082,NAM NAM PRP:det NOM,7
157,NOM VER:pper PRP DET:ART NOM PRP NAM,7
5351,NAM NAM NOM NOM PUN ADV NUM,7
5171,NOM PRP NOM NOM PRP:det NOM NAM,7
1571,NOM PRP PRP DET:ART NOM ADJ,7
2507,NOM NOM ADJ PRP:det NOM,7
2022,NOM PRP NOM NOM NOM,7
5412,NAM NAM NAM PUN NOM NUM,7
3857,NOM ADV ADJ PRP NOM NUM,7
1521,NOM NAM ADJ NOM,7
757,NOM NAM NUM PUN VER:simp PUN,7
1883,NOM PRP NAM PRP DET:ART NOM,7
4420,NOM NUM ADJ PRP:det NOM,7
3464,ADJ NOM ADJ ADJ NAM,7
3489,NOM PRP:det NOM PRP NOM ADJ PRP NOM NUM,7
4409,NAM NOM PRP:det NOM ADJ PRP NOM ADJ,7
516,NOM PRP NOM PRP DET:ART NOM NOM,7
1512,NAM PUN NAM ADJ PUN,7
632,NOM VER:pres PRP NAM,7
168,NOM PRP:det NOM PRP NOM PRP NOM PRP NOM,7
2166,ADV ADJ,7
5640,NOM PRP NAM NAM PRP NOM NAM,7
637,NOM PRP NOM PRP NOM VER:ppre DET:ART NOM NAM,7
947,NOM VER:ppre PRP DET:ART NOM,6
5752,NAM VER:ppre DET:ART NOM PRP:det NOM PRP NOM ADJ PRP DET:ART NOM,6
2496,NOM ADJ VER:pres ADV VER:pper,6
1776,ABR PUN NOM ADJ ADJ PUN,6
918,NOM PRP NOM NOM PRP NOM NAM,6
5607,NOM PRP DET:ART NOM PRP DET:ART NOM VER:pper PRP PRP:det NOM,6
5755,NAM NAM PRP:det NOM PRP DET:ART NOM NAM,6
1730,NOM PRP:det NOM PRP:det NOM PRP NOM,6
1311,NOM PRP DET:ART NOM ADJ NOM,6
1453,NOM PRP VER:simp,6
2857,NOM ADJ VER:pper PRP DET:ART NOM NAM,6
2129,NOM PRP DET:ART NAM ADJ,6
1765,NAM ADJ NOM NUM,6
2521,NOM PRP DET:ART NOM PRP DET:ART NOM PRP NOM,6
5828,NOM PRP NOM PRP DET:ART NOM NAM PRP:det NOM ADJ,6
1557,NOM ADJ KON ADJ ADJ PRP NOM NUM,6
1687,NOM VER:ppre DET:ART NOM NOM,6
2172,NAM PUN ADJ PUN,6
1450,NOM VER:pper PRP NOM ADV ADJ,6
5173,NOM NAM PRP:det NOM NOM PRP NOM NOM,6
1766,NAM PUN NOM ADJ PRP NAM PUN,6
2897,NOM ADJ NAM PUN VER:simp PUN,6
2933,NOM ADJ NAM NAM PUN VER:simp PUN,6
1718,NUM PUN NAM PUN NAM PUN NAM,6
1763,NOM PRP NOM PRP NAM NOM NUM,6
2860,ADJ PRP DET:ART NOM ADJ,6
2003,NOM PRP NOM VER:pper PRP:det NAM,6
1018,NOM NOM ADJ VER:pper,6
973,NOM PRP NOM ADJ ADJ PRP:det NOM,6
963,NOM PRP VER:infi PRP NOM ADJ,6
5785,NOM VER:pper ADJ NOM ADJ,6
1916,NOM KON NOM PRP NOM PRP NOM,6
5045,NOM PRP DET:ART NOM NUM PUN NUM PUN ADJ PRP NOM NUM,6
1915,VER:pres PRO:PER VER:pres NAM,6
1867,NAM KON NOM PRP NOM,6
1517,VER:pres VER:pper PRP NOM,6
5520,ADJ NOM ADJ PRP NOM PRP NOM ADJ,6
2270,NOM ADJ NAM ADJ,6
5099,NOM NOM PRP DET:ART NAM,6
5354,NOM NUM PRP:det NOM NOM VER:subi,6
2426,ADJ NAM,6
964,NOM PRP VER:infi PRP NOM,6
1630,NOM ADJ PRP:det NOM NAM PRP:det NOM,6
2736,NOM NOM NAM NAM,6
2454,NOM NOM PUN ADJ PUN,6
1877,NOM ADJ KON ADJ PRP NOM,6
5638,NOM PRP NAM NAM PRP NOM NUM,6
5089,NOM PRP DET:ART NOM NUM PRP NOM NUM,6
2032,NOM NAM VER:pper PRP DET:ART NOM,6
1503,NOM ADJ ADV PRP ADJ NOM,6
1441,NOM PUN NOM NOM ADJ PUN,6
5231,NOM ABR PRP:det NOM NUM NOM,6
2351,NAM PUN NOM ADJ PRP NOM NUM PUN,6
1843,NOM SENT NOM ADJ,6
5353,NOM NUM PRP:det NOM NOM NOM PRP NOM ADJ,6
2846,NOM PRP:det NOM ADJ PRP:det NOM ADJ,6
2118,NOM ADJ VER:pper PRP:det NOM ADJ PRP:det NOM,6
1378,NOM PRP NOM PRP VER:infi,6
5751,NAM VER:ppre DET:ART NOM PRP:det NOM VER:pper PRP:det NOM PRP DET:ART NOM,6
2324,NOM PRP:det NAM PRP NAM,6
1252,NOM PRP:det NOM PRP,6
2104,NOM ABR PUN ADJ PUN ADJ,6
1664,NAM NAM NAM NUM,6
2820,NAM ABR,6
2103,NOM VER:pper VER:pper,6
1834,NOM NOM VER:simp NOM,6
1660,NUM PUN NAM PUN NOM ADJ PUN,6
980,PUN NAM PUN NOM,6
5841,NOM ADJ PRP:det NOM PRP NOM PRP NOM NUM NAM,6
1934,NOM PRP ADJ PRP NOM NUM,6
2687,NOM ADJ ADJ NOM NAM,6
1263,NAM PUN NAM ADJ NOM PUN,6
2815,NAM PUN NUM PUN PRP NOM,6
1655,NAM PUN NOM,6
1544,NOM ADJ PRP:det NOM PRP DET:ART NOM ADJ ADJ,6
3042,NOM ADJ PRP DET:ART NOM PRP NOM ADJ,6
4549,ABR VER:pper PRP:det NOM PRP:det NAM,6
4379,NOM PRP:det NOM NOM ADJ ADJ,6
3156,NOM VER:pper PRP:det NOM PRP DET:ART NOM ADJ,6
4634,NOM PRP NOM ADJ PRP:det NOM PRP NOM NUM,6
725,NOM NOM VER:pper PRP NOM,6
553,NOM PRP DET:ART NOM NAM PRP NOM PRP DET:ART NOM VER:pper,6
3673,NOM VER:simp PRP DET:ART NOM,6
3027,NOM PRP:det VER:simp,6
4123,NOM VER:pper PRP:det NOM PRP:det NAM,6
510,NOM PRP NOM ADJ PRP DET:ART NOM ADJ,6
823,NOM PRP NOM VER:simp,6
3990,ADJ NOM PRP:det NAM,6
3149,NOM NOM PRP DET:ART NOM PRP:det NAM,6
94,NOM PRP NOM PRP DET:ART ADJ,6
4626,NOM VER:ppre DET:ART NOM ADJ ADJ PRP:det NOM,6
3051,NOM VER:ppre NAM,6
43,NOM VER:ppre PRP:det NOM ADJ,6
4547,ABR VER:pper PRP:det NOM PRP NAM,6
98,NOM ADJ PRP VER:infi,6
613,NOM ADJ VER:pper PRP DET:ART NOM PRP NOM,6
4110,NOM PRP:det NOM PRP DET:ART NOM PRP NOM NUM,6
556,NAM NAM ADJ PRP DET:ART NOM,6
3787,NOM PRP DET:ART NOM ADJ PRP:det NOM PRP:det NOM NAM,6
4851,NOM ADJ VER:ppre NAM,6
331,ADJ NOM PRP NOM PRP DET:ART NOM,6
833,NOM NAM VER:pper,6
570,VER:pres NOM NAM,6
4681,NOM PRP NOM PRO:PER VER:ppre PRP DET:ART NOM,6
4855,NOM ADJ PRP NOM ADJ PRP:det NOM,6
3790,NOM PRP DET:ART NOM NOM PRP:det NOM PRP:det NOM NAM,6
110,NOM ADJ VER:pper PRP DET:ART NOM PRP DET:ART NOM,6
733,NOM ADJ KON PRP NOM,6
4786,NOM PRP:det NOM ADJ PRP DET:ART NOM ADJ PRP NOM NUM,6
822,NOM PRP NOM ADJ ADJ NOM,6
4462,NOM PRP NOM PRP:det NOM ADJ PRP ADJ NOM,6
4202,NOM PRP DET:ART NOM ADJ ADJ PRP NOM NUM,6
531,NOM PRO:PER VER:ppre PRP:det NOM ADJ,6
808,NOM PRP:det NOM ADJ PRP DET:ART NOM ADJ,6
4726,ADJ NOM PRP:det NOM PRP NOM NAM,6
2976,NOM NOM PRP DET:ART NOM PRP:det NOM,6
3173,NOM NUM PRP NOM PRP:det NOM NAM,6
543,NOM PRP NOM KON PRP NOM PRP:det NOM,6
4584,NOM PRP DET:ART NOM PRP:det NUM NOM,6
526,NOM ADJ VER:ppre DET:ART NOM ADJ,6
4585,NOM PRP:det NUM NOM PUN NOM PUN,6
4014,NOM NAM PUN NAM,6
128,NOM PUN NOM PRP NOM PUN,6
3885,NOM ADJ ADJ PRP:det NOM ADJ ADJ,6
3600,NOM ADJ PUN ADJ KON ADJ,6
107,NOM PRP:det NOM PRP:det NOM PRP NOM ADJ,6
4247,NOM PRP DET:ART NOM PRP NOM KON DET:ART NOM,6
3337,NAM PUN NAM NAM ADJ PUN,6
395,NOM PRP NOM NOM NAM,6
4785,NOM PRP NOM NUM PRP:det NOM ADJ PRP DET:ART NOM ADJ,6
272,NAM PUN NOM NUM NOM NAM PUN,6
584,NOM NOM NAM ADJ,6
3231,NOM NOM PRP NOM NOM ADJ,6
4675,ABR NOM PRP:det NOM KON NOM PRP DET:ART NOM,6
3408,ADJ PRP NOM PRP NOM ADJ,6
3841,NOM VER:pper NOM,5
293,NOM PRP NOM ADV VER:pper,5
5161,NOM PRP NOM PRP:det NOM PRP DET:ART NOM ADJ,5
5160,NOM PRP:det NOM ADJ PRP:det NOM PRP DET:ART NOM ADJ,5
2427,NAM NAM PUN NOM PUN,5
287,VER:pres ADJ ADJ,5
2030,NOM PRP:det NOM PRP DET:ART NOM NAM,5
3860,NOM PRP:det NOM VER:pper PRP:det NOM PRP NOM,5
2606,NOM PRP DET:ART NUM NOM,5
2604,NOM ADJ PRP NOM ADJ NOM,5
1386,ADJ NOM VER:simp NOM,5
2018,NAM NAM NAM PUN VER:simp PUN,5
1382,NOM PRP:det NOM ADJ ADJ ADJ,5
1564,NAM PUN NOM PRP ADJ NOM PUN,5
1968,NOM PUN NOM NAM NAM PUN,5
3421,NOM ADJ PRP NOM ADJ VER:pper,5
1067,ADJ NOM PRP NOM NOM,5
4572,NOM ADJ PRP DET:ART NOM PRP,5
3418,NAM NOM PRP:det NOM,5
4566,NOM NUM ADJ NOM,5
4565,NOM NOM NOM NOM NUM,5
3183,NOM PRP NOM PRP NOM PRP NAM,5
1541,NOM PRP:det NOM PRP DET:ART NOM ADJ ADJ,5
1093,NAM ADJ NOM SENT NOM,5
1989,NOM PRP NOM NOM PRP:det NOM,5
461,NOM PRP:det NOM PRP NOM PRP DET:ART NOM PRP:det NOM,5
457,NAM ADJ NOM ADJ,5
1999,NAM NOM NOM PUN VER:simp PUN,5
6077,NOM ADJ VER:pper PRP DET:ART NOM ADJ KON VER:pper PRP DET:ART NOM,5
3867,NOM ADJ PRP DET:ART NUM NOM ADJ,5
3389,NOM NAM PRP NOM PRP:det NOM NAM,5
4719,NOM PRP:det NOM ADJ PRP DET:ART NOM NAM,5
2017,ADJ NOM PRP:det NOM PRP NOM,5
1109,NOM PRP:det NOM NOM PRP NOM NUM,5
312,NOM ADJ ADJ PRP:det ADJ,5
1221,ADJ PRP NUM PRP NUM NOM,5
413,NOM PRP NOM NOM PRP NOM NUM,5
2188,NOM PUN NOM KON NOM,5
5388,NAM NOM NUM PUN NAM NAM PUN NOM NAM,5
3271,ADJ ADJ NOM ADJ,5
2479,NOM VER:simp ADJ PRP NOM NUM,5
4788,NOM PRP NOM NUM PRP:det NOM ADJ ADJ,5
4495,NAM NOM PRP NOM NAM,5
5218,NOM ABR ADJ PRP:det NOM NAM,5
2119,NOM NAM PRP DET:ART NOM NOM,5
384,NOM PRP NOM PRP DET:ART NAM ADJ,5
390,NOM PRP:det NOM NOM ADJ,5
4768,NOM PRP:det NOM PRP DET:ART NOM PRP:det NAM,5
4767,NOM PRP:det NOM ADJ VER:pper PRP:det NOM ADJ,5
2033,NOM NAM PRP DET:ART NOM NAM,5
3694,NAM VER:ppre DET:ART NAM,5
1421,PUN NOM PUN ADJ,5
1177,NOM ADV ADJ PRP:det NOM,5
655,NOM NUM NOM NAM,5
3693,NOM PRP NOM PRP:det NOM PRP NOM ADJ PRP DET:ART NOM,5
3678,ADJ NOM PRP:det NOM VER:pper,5
1181,NAM PRP:det NAM,5
3311,NAM NAM PUN VER:simp PUN,5
1429,NOM VER:pper PRP NOM NOM,5
1428,NUM PUN ADJ NOM,5
648,NOM NAM NAM NOM,5
2522,NOM PRP NOM PRP:det NAM NOM,5
3339,VER:pper PRP VER:infi PRP VER:infi,5
686,NOM PRP:det NOM PRP NOM ADJ ADJ,5
348,NAM VER:simp NOM SENT NOM,5
1114,NOM PRP NOM PUN ADJ PUN,5
1116,VER:ppre,5
708,NOM NAM PRP NOM PRP NOM PRP NOM,5
2047,ADJ PRP NUM NOM,5
3659,NOM PRP:det NOM VER:simp,5
2199,NOM PRP DET:ART NOM ADJ KON ADJ,5
5455,NAM NAM NAM NOM NAM NAM,5
1400,NAM NOM PRP NOM PRP:det NOM,5
2573,NOM PRP NOM ABR,5
4729,ADJ NOM PRP DET:ART NOM NAM,5
4730,NOM NOM PRP:det NOM PRP NOM NAM,5
3352,ADJ PRP:det NOM,5
1402,VER:pper PRP:det NOM PRP DET:ART NOM,5
328,ADJ NOM PRP NOM ADJ PRP DET:ART NOM,5
1209,NOM PRP VER:infi NOM,5
5436,NOM ADJ PRP:det NOM KON PRP DET:ART NOM PRP NOM NUM,5
2453,NOM PRP:det ADJ ADJ,5
630,NOM ADJ VER:pper PRP NAM,5
5434,NOM ADJ PRP DET:ART NAM ADJ PRP NOM NUM,5
1205,NAM PUN NOM PRP DET:ART NOM NAM PUN,5
4481,NAM PUN NAM NOM NAM NAM PUN,5
2537,NUM NOM PRP NOM,5
2101,NOM PRP PRP NOM,5
2695,NOM PUN NOM PRP NOM PRP:det NOM PUN,5
3960,NOM NOM PRP:det NOM PRP NOM ADJ,5
3947,NOM NOM PRP NOM PRP NOM ADJ,5
111,NOM ADJ VER:pper PRP DET:ART NOM PRP:det NOM,5
4087,NOM NUM NOM ADJ,5
1852,NAM PUN NOM VER:pper ADJ PUN,5
5051,NAM NAM NAM NAM NUM,5
1705,ADJ ADJ PRP:det NOM ADJ,5
2793,NOM ADJ PRP DET:ART NOM PRP DET:ART NOM ADJ,5
4082,NAM NOM PUN NOM,5
2787,NOM PRP:det NOM PRP DET:ART NOM ADJ PRP DET:ART NOM,5
4073,NOM PRP NOM NOM PRP:det NOM PRP ADJ NOM,5
1340,NOM KON NOM ADV ADJ,5
1634,NAM PUN NOM VER:pper PRP NOM PUN,5
3463,NOM ADJ PRP NOM ADJ KON ADJ,5
2904,NAM NAM NOM PUN VER:simp PUN,5
4312,NOM NAM VER:pper PRP:det NOM ADJ,5
1871,NOM NUM NUM,5
5074,VER:pres NOM PRP:det NOM PRP DET:ART NAM,5
5075,VER:pres NOM PRP:det NOM PRP DET:ART NOM,5
148,ADJ ADV PRO:PER VER:ppre ADV PRP DET:POS VER:pres PRO:PER,5
4055,NOM PRP DET:ART NOM PRP NOM PRP,5
159,NOM ADV ADJ PRP DET:ART NOM,5
2258,NOM PUN NAM NAM,5
2812,NUM PUN NUM PUN NUM PUN ADJ,5
2762,NOM ADJ PRP DET:ART NOM ADJ PRP DET:ART NOM ADJ,5
3013,NUM PUN PUN NAM NAM,5
1685,NOM NUM PUN NUM PUN ADJ,5
1786,NOM NOM ADJ PUN NOM PUN NAM PUN NOM PUN NOM PUN PUN ADV ADJ PRP NOM,5
1681,NOM PRP NOM ADJ VER:pper PRP NOM,5
5761,NOM PRP:det NOM ADJ PRP NOM NUM PUN NUM,5
2854,NAM PUN NUM PUN ADJ,5
6164,VER:simp NUM,5
4680,NOM VER:pper PRP:det NOM PRP NOM PRP:det NOM,5
4901,NOM PRP DET:ART NOM NUM PRP NOM,5
2853,NUM PUN NUM PUN ADJ,5
860,NAM ADJ ADJ,5
5890,NOM PRP:det NAM NOM ADJ,5
41,NOM PRP PRP:det NOM ADJ,5
1830,NOM ADJ ADJ PRP NOM PRP DET:ART NOM,5
854,VER:infi DET:ART NOM,5
1835,NOM KON ADJ,5
2313,NOM PRP NOM PRP NOM PRP,5
2323,NOM NAM PUN NAM NAM NAM PUN,5
977,NOM PRP NOM PRP PRP:det NOM ADJ,5
938,NOM PRP DET:ART NOM NAM ADJ,5
4988,NOM NAM PRP DET:ART NOM PRP:det NOM PRP:det NAM,5
4159,NOM PRP NOM ADJ ADJ NAM,5
1882,NOM PRP NOM PRP:det NOM PRP NAM,5
3422,NOM PRP:det NOM NAM PRP:det NOM,5
200,NOM PRP:det NOM ADJ PRP NOM VER:pper,5
4186,NOM NAM PRP NOM NAM,5
1260,NOM ADV ADJ PRP NOM ADJ,5
5104,NOM PRP NOM PRP:det NOM PRP NOM VER:ppre NOM ADJ,5
6062,VER:pres VER:infi NOM,5
1931,NOM NOM NAM NUM,5
5367,NAM NOM NOM PUN NAM VER:pres NOM,5
4606,NOM VER:pper PRP PRO:PER PRO:PER,5
529,NOM PRP:det NOM VER:ppre DET:ART NOM ADJ,5
1256,ADV PRP:det NOM,5
1761,NOM PRP NOM PRP NOM ADJ PRP NOM,5
